product_id,level_1,level_2,level_3,level_4,brand_name,product_name,product_price,first_issue_date
328693228750,,,,,Tecno,Tecno Camon,,2025-02-25T11:26:41.000+07:00
802835236642,,,,,Acer,Predator,,2024-12-15T17:22:54.000+07:00
156994978828,,,,,HP,Envy,,2020-08-16T12:47:52.000+07:00
817322022241,,,,,Lenovo,IdeaPad,,2024-11-28T15:29:19.000+07:00
122727107055,,,,,DBPOWER,DBPOWER MJX X400W,,2020-10-28T07:27:14.000+07:00
752124197174,,,,,SteelSeries,SteelSeries Apex,,2022-12-16T19:26:07.000+07:00
677766950747,,,,,Dell,Inspiron,,2025-04-30T10:25:02.000+07:00
498509955329,,,,,DJI,DJI Mavic,,2024-11-03T11:34:00.000+07:00
856262635798,,,,,Vivo,Vivo X Series,,2024-12-21T03:24:37.000+07:00
789881102438,,,,,Netgear,Orbi,,2024-01-18T18:21:52.000+07:00
939441618357,,,,,DBPOWER,DBPOWER MJX X400W,,2020-12-18T19:50:10.000+07:00
663007848146,,,,,LG,LG K,,2025-03-13T00:53:37.000+07:00
739081693623,,,,,TP-Link,Deco,,2025-05-04T01:40:03.000+07:00
371985841283,,,,,ZTE,ZTE Axon,,2024-10-31T13:24:04.000+07:00
613542803085,,,,,Xiaomi,Poco Series,,2025-02-14T02:53:54.000+07:00
790508613232,,,,,D-Link,DAP Series,,2023-08-23T07:03:53.000+07:00
277416637447,,,,,Oppo,Reno Series,,2020-08-12T19:15:23.000+07:00
581575511905,,,,,SteelSeries,SteelSeries Rival,,2020-03-12T09:47:30.000+07:00
472883050872,,,,,Nikon,Nikon Z Series,,2023-10-18T11:52:44.000+07:00
921652808726,,,,,Skydio,Skydio 2,,2024-12-19T00:23:13.000+07:00
546430338351,,,,,Nikon,Nikon D Series,,2023-12-16T07:11:24.000+07:00
683950695079,,,,,Hubsan,Hubsan Zino,,2021-04-07T08:05:44.000+07:00
248702174872,,,,,Holy Stone,Holy Stone HS720,,2023-10-07T00:15:50.000+07:00
328555709373,,,,,Oppo,Find Series,,2025-03-22T08:41:58.000+07:00
543484081483,,,,,Google,Chromecast,,2020-04-08T15:47:08.000+07:00
248047023189,,,,,Epson,Epson WorkForce,,2024-08-25T12:20:02.000+07:00
941307245824,,,,,Xiaomi,Black Shark,,2021-06-22T04:50:18.000+07:00
632898425380,,,,,TCL,BlackBerry,,2025-03-12T12:22:03.000+07:00
251202568072,,,,,Ruko,Ruko F11,,2023-07-21T20:23:49.000+07:00
225854909408,,,,,DBPOWER,DBPOWER MJX X400W,,2024-01-18T15:04:30.000+07:00
797174920978,,,,,Motorola,Moto Z,,2021-08-31T19:08:40.000+07:00
270760064855,,,,,Lenovo,Legion,,2022-04-22T04:54:33.000+07:00
297884961624,,,,,Olympus,Olympus Tough,,2024-06-20T16:27:29.000+07:00
151117250415,,,,,Asus,VivoBook,,2024-11-04T05:35:53.000+07:00
837086531618,,,,,BlackBerry,BlackBerry Motion,,2025-05-21T21:45:34.000+07:00
632900983552,,,,,Syma,Syma X5C,,2022-04-06T11:21:05.000+07:00
182751121625,,,,,Corsair,Corsair M65,,2025-05-28T22:28:37.000+07:00
265328586312,,,,,Holy Stone,Holy Stone HS110D,,2023-05-08T22:35:26.000+07:00
301087312909,,,,,Fujitsu,Fujitsu Lifebook,,2021-06-20T05:11:51.000+07:00
437331184495,,,,,Snaptain,Snaptain SP3000,,2025-02-02T05:41:46.000+07:00
139810176455,,,,,Panasonic,Panasonic Toughbook,,2021-02-20T02:01:50.000+07:00
705598997752,,,,,JJRC,JJRC H37,,2022-07-10T06:34:41.000+07:00
641486703129,,,,,Syma,Syma X8G,,2022-06-06T00:05:34.000+07:00
337769357145,,,,,Huawei,Nova Series,,2025-03-04T19:58:50.000+07:00
302967489100,,,,,Autel Robotics,Autel EVO,,2021-11-07T18:21:45.000+07:00
350805542071,,,,,OnePlus,OnePlus Nord,,2022-11-16T14:56:16.000+07:00
950640701855,,,,,Xiaomi,Mi Series,,2021-08-18T01:34:37.000+07:00
558390760378,,,,,Snaptain,Snaptain SP350,,2024-10-30T20:34:37.000+07:00
540550962860,,,,,Snaptain,Snaptain SP350,,2020-12-13T10:05:22.000+07:00
593661142708,,,,,Sony,PlayStation,,2020-09-05T20:10:09.000+07:00
915664549520,,,,,Olympus,Olympus Tough,,2023-02-15T03:59:15.000+07:00
677224421280,,,,,Acer,Predator,,2024-04-22T06:38:44.000+07:00
357271562507,,,,,Canon,Canon EOS,,2024-01-14T15:30:34.000+07:00
629904947643,,,,,Xiaomi,Poco Series,,2020-07-13T18:50:28.000+07:00
680931798498,,,,,Honor,Honor 50,,2024-12-15T12:17:33.000+07:00
484351847739,,,,,LG,LG Stylo,,2021-01-01T05:51:04.000+07:00
128821678818,,,,,Realme,Realme Narzo,,2025-05-08T08:02:39.000+07:00
612189598201,,,,,Razer,Razer Blade,,2024-06-06T08:41:49.000+07:00
415690543692,,,,,Nikon,Nikon Z Series,,2025-05-29T05:13:32.000+07:00
905762157753,,,,,Tecno,Tecno Camon,,2023-06-17T05:42:28.000+07:00
206417773054,,,,,Netgear,Orbi,,2021-05-05T15:40:16.000+07:00
882977345901,,,,,GoPro,GoPro MAX,,2020-09-01T16:51:00.000+07:00
415738635464,,,,,Tecno,Tecno Camon,,2020-01-06T12:13:30.000+07:00
824233986633,,,,,Razer,Razer Phone,,2024-11-23T00:05:19.000+07:00
500579011067,,,,,Razer,Razer Blade,,2023-10-29T07:38:49.000+07:00
620600461927,,,,,JJRC,JJRC H37,,2021-09-18T19:37:35.000+07:00
490785047556,,,,,Linksys,Velop,,2023-03-24T22:48:42.000+07:00
459178100619,,,,,Dell,XPS,,2021-10-08T12:16:11.000+07:00
806911889450,,,,,Autel Robotics,Autel EVO,,2023-11-11T17:00:00.000+07:00
330965608601,,,,,ZTE,Axon,,2020-05-31T07:16:37.000+07:00
984041347044,,,,,Dell,Inspiron,,2023-04-16T06:46:39.000+07:00
605634955586,,,,,Linksys,Velop,,2024-05-30T20:12:56.000+07:00
528756325341,,,,,Microsoft,Surface Book,,2023-10-16T10:00:28.000+07:00
128961904797,,,,,Vivo,Vivo Y20,,2025-03-14T19:38:32.000+07:00
255289331104,,,,,Vivo,Vivo V21,,2025-01-01T11:05:40.000+07:00
469971763926,,,,,Holy Stone,Holy Stone HS720,,2022-05-01T09:12:48.000+07:00
658820446250,,,,,Sharp,Sharp Plasmacluster,,2022-12-26T12:58:30.000+07:00
286695473093,,,,,Dell,Inspiron,,2023-09-26T23:18:28.000+07:00
115383094079,,,,,Ruko,Ruko F11 Pro,,2021-09-22T22:17:07.000+07:00
467762288271,,,,,Dell,Inspiron,,2020-07-16T00:39:34.000+07:00
635120382723,,,,,Contixo,Contixo F18,,2025-05-31T22:03:01.000+07:00
603116580637,,,,,Netgear,Orbi,,2021-02-11T17:20:45.000+07:00
961475771006,,,,,DJI,DJI Phantom,,2021-12-28T11:08:01.000+07:00
571912296284,,,,,BlackBerry,BlackBerry Motion,,2023-10-01T17:33:51.000+07:00
694597680615,,,,,Microsoft,Surface Pro,,2021-10-25T07:15:57.000+07:00
934012455784,,,,,Samsung,Galaxy Watch,,2024-09-03T03:55:07.000+07:00
921951006904,,,,,Tecno,Tecno Spark,,2022-10-04T16:18:50.000+07:00
328013513140,,,,,Apple,AirPods,,2022-11-27T23:53:03.000+07:00
814323827208,,,,,Nokia,Nokia 2,,2021-01-25T01:15:08.000+07:00
105081532987,,,,,TCL,BlackBerry,,2020-09-01T01:04:38.000+07:00
570209757380,,,,,Logitech,Logitech G,,2020-12-18T14:21:25.000+07:00
907298418788,,,,,Nikon,Nikon Z Series,,2021-06-09T08:51:26.000+07:00
267609339880,,,,,Motorola,Moto G,,2022-01-20T10:14:26.000+07:00
703024045159,,,,,HyperX,HyperX Alloy,,2020-02-02T21:48:41.000+07:00
389847914766,,,,,Yuneec,Yuneec Typhoon,,2021-02-13T10:30:19.000+07:00
910183877570,,,,,HyperX,HyperX Alloy,,2023-06-07T01:07:11.000+07:00
761414755591,,,,,Snaptain,Snaptain SP350,,2020-12-22T15:33:53.000+07:00
132783665740,,,,,Infinix,Infinix Zero,,2025-05-04T02:18:17.000+07:00
166862170787,,,,,Asus,ROG,,2020-12-13T14:39:29.000+07:00
888125217714,,,,,TCL,BlackBerry,,2024-04-07T21:45:42.000+07:00
683143263091,,,,,BenQ,BenQ PD Series,,2020-04-14T19:46:38.000+07:00
139391090181,,,,,Huawei,Honor,,2022-04-03T22:05:24.000+07:00
338340889638,,,,,Nokia,Nokia 7,,2022-11-17T01:27:23.000+07:00
174296722980,,,,,Motorola,Moto E,,2022-10-01T22:50:24.000+07:00
699722175350,,,,,Infinix,Infinix Hot,,2020-09-17T12:35:45.000+07:00
341229833700,,,,,Tecno,Tecno Spark,,2025-02-11T15:45:58.000+07:00
472978798259,,,,,Alcatel,Alcatel 3,,2021-06-23T03:17:28.000+07:00
725783331020,,,,,Canon,Canon EOS,,2021-12-02T18:18:23.000+07:00
405194723526,,,,,Ruko,Ruko F11,,2020-04-14T12:31:00.000+07:00
308675495036,,,,,Parrot,Parrot Bebop,,2023-11-23T08:43:26.000+07:00
329451356317,,,,,Logitech,Logitech G,,2024-07-27T07:36:53.000+07:00
178937530266,,,,,Sony,PlayStation,,2022-08-08T11:41:11.000+07:00
787648013017,,,,,Razer,Razer Blade,,2021-12-17T17:47:56.000+07:00
625482927587,,,,,Epson,Epson WorkForce,,2020-02-18T02:06:09.000+07:00
942624181092,,,,,D-Link,DIR Series,,2021-12-17T07:46:16.000+07:00
526985868495,,,,,Sony,Alpha Camera,,2021-08-06T14:56:54.000+07:00
610549182723,,,,,Nokia,Nokia 1,,2025-05-23T08:59:15.000+07:00
135994050281,,,,,Snaptain,Snaptain SP3000,,2024-02-24T18:29:36.000+07:00
630385652545,,,,,Skydio,Skydio X2,,2021-08-12T08:53:35.000+07:00
418012863422,,,,,Tecno,Tecno Camon,,2024-01-10T11:20:13.000+07:00
783091760528,,,,,BenQ,BenQ SW Series,,2021-11-06T09:53:09.000+07:00
710317298874,,,,,Syma,Syma X5C,,2021-07-06T14:42:36.000+07:00
431890743781,,,,,Snaptain,Snaptain SP350,,2020-02-11T13:33:58.000+07:00
257012717200,,,,,Canon,Canon EOS,,2021-05-30T08:58:19.000+07:00
499015000160,,,,,Ruko,Ruko F11 Pro,,2023-07-31T17:18:19.000+07:00
213738924728,,,,,HP,Spectre,,2024-03-20T22:59:42.000+07:00
734949431724,,,,,Lenovo,Legion,,2022-01-22T01:23:51.000+07:00
204678723865,,,,,Fujitsu,Fujitsu Stylistic,,2024-02-20T12:33:44.000+07:00
623091711286,,,,,Lenovo,ThinkPad,,2020-02-18T10:42:57.000+07:00
319710668874,,,,,BlackBerry,BlackBerry Motion,,2021-03-27T16:21:46.000+07:00
561982282244,,,,,Syma,Syma X8G,,2021-01-31T23:49:10.000+07:00
114957225153,,,,,HP,Spectre,,2023-02-09T15:42:36.000+07:00
892688588165,,,,,Hubsan,Hubsan Zino,,2022-05-15T15:11:10.000+07:00
840878039397,,,,,Fujitsu,Fujitsu Stylistic,,2020-11-10T01:45:25.000+07:00
594073070752,,,,,Realme,Realme 8,,2021-11-12T22:30:16.000+07:00
453354574182,,,,,Holy Stone,Holy Stone HS720,,2022-09-29T21:55:56.000+07:00
732541552019,,,,,Motorola,Moto E,,2021-08-05T04:20:05.000+07:00
477092622594,,,,,Sony,Bravia,,2021-04-20T04:10:02.000+07:00
838377932229,,,,,HP,Pavilion,,2023-07-19T14:35:35.000+07:00
930529166063,,,,,DBPOWER,DBPOWER MJX X400W,,2022-03-04T19:05:26.000+07:00
181675959170,,,,,Honor,Honor 50,,2024-01-10T00:03:29.000+07:00
518597687178,,,,,Realme,Realme Narzo,,2022-09-22T09:35:56.000+07:00
527186487188,,,,,Toshiba,Toshiba Satellite,,2024-05-15T18:46:43.000+07:00
915058806329,,,,,Autel Robotics,Autel EVO,,2022-12-28T03:20:29.000+07:00
914327110160,,,,,SteelSeries,SteelSeries Rival,,2020-08-21T20:06:21.000+07:00
487141752243,,,,,Fujitsu,Fujitsu Stylistic,,2021-12-17T19:12:11.000+07:00
375006124081,,,,,Apple,AirPods,,2023-07-31T21:44:45.000+07:00
143707568771,,,,,Huawei,P Series,,2021-11-21T13:41:29.000+07:00
948908365412,,,,,JJRC,JJRC H37,,2020-03-27T05:58:07.000+07:00
421438350600,,,,,HyperX,HyperX Cloud,,2020-08-27T19:47:36.000+07:00
545936274507,,,,,Realme,Realme Narzo,,2024-05-26T15:02:57.000+07:00
901872783247,,,,,Toshiba,Toshiba Satellite,,2023-02-14T10:10:52.000+07:00
867152033564,,,,,Xiaomi,Poco Series,,2022-03-16T21:40:29.000+07:00
729575002820,,,,,GoPro,GoPro MAX,,2020-01-06T12:57:39.000+07:00
417532677171,,,,,Infinix,Infinix Zero,,2025-03-30T13:14:48.000+07:00
851704407553,,,,,Toshiba,Toshiba Tecra,,2021-12-21T10:53:48.000+07:00
729743326390,,,,,ZTE,ZTE Blade,,2020-09-03T07:27:37.000+07:00
293731475142,,,,,Logitech,Logitech MX,,2022-01-09T04:50:32.000+07:00
325784738402,,,,,Vivo,Vivo Y20,,2023-10-25T20:19:57.000+07:00
477998965285,,,,,Realme,Realme 8,,2020-09-20T16:04:05.000+07:00
697423362554,,,,,DBPOWER,DBPOWER MJX X400W,,2021-08-13T06:07:19.000+07:00
913627733429,,,,,Microsoft,Surface Pro,,2020-10-09T08:43:46.000+07:00
362884736904,,,,,BlackBerry,BlackBerry Motion,,2024-01-02T01:27:39.000+07:00
736436213204,,,,,Snaptain,Snaptain SP3000,,2020-01-30T23:42:26.000+07:00
951593346020,,,,,JJRC,JJRC H37,,2020-02-24T12:19:46.000+07:00
524136439305,,,,,LG,LG V,,2023-03-01T15:20:45.000+07:00
252899667791,,,,,Contixo,Contixo F18,,2023-11-22T00:44:43.000+07:00
744865574125,,,,,Hubsan,Hubsan Zino,,2023-04-13T10:45:24.000+07:00
650576938648,,,,,Nikon,Nikon Z Series,,2022-04-17T21:53:50.000+07:00
353929660236,,,,,Linksys,Velop,,2021-06-14T08:11:58.000+07:00
261049977152,,,,,Vivo,Vivo Y20,,2023-04-02T19:09:26.000+07:00
480248611025,,,,,Contixo,Contixo F22,,2025-02-20T09:42:48.000+07:00
613008916682,,,,,Microsoft,Surface Laptop,,2021-07-07T20:08:39.000+07:00
501654260412,,,,,Syma,Syma X8G,,2020-09-30T03:27:27.000+07:00
245676952348,,,,,Fujifilm,Fujifilm X Series,,2021-09-21T03:52:41.000+07:00
972098120500,,,,,Syma,Syma X8G,,2020-02-24T21:30:25.000+07:00
256925898307,,,,,Parrot,Parrot Bebop,,2024-05-26T22:51:56.000+07:00
219767881038,,,,,Huawei,Nova Series,,2024-09-12T18:26:24.000+07:00
129289769294,,,,,Microsoft,Surface Pro,,2024-08-20T12:50:21.000+07:00
458413505328,,,,,DJI,DJI Mavic,,2022-06-11T19:25:34.000+07:00
418795279020,,,,,DBPOWER,DBPOWER UDI U842,,2023-05-14T19:22:30.000+07:00
993303078643,,,,,Ruko,Ruko F11 Pro,,2023-07-15T11:09:12.000+07:00
322222098935,,,,,Realme,Realme 8,,2021-04-30T19:24:28.000+07:00
803461866641,,,,,Oppo,Find Series,,2021-10-01T00:32:48.000+07:00
960883828303,,,,,Tecno,Tecno Spark,,2021-02-13T09:40:51.000+07:00
585619161096,,,,,Samsung,Galaxy S,,2021-03-21T19:35:25.000+07:00
899674233511,,,,,BlackBerry,BlackBerry Motion,,2024-09-30T21:08:46.000+07:00
756689762527,,,,,Razer,Razer Phone,,2021-05-13T01:35:44.000+07:00
821034401731,,,,,Holy Stone,Holy Stone HS110D,,2021-07-21T02:52:54.000+07:00
215797950162,,,,,Huawei,Y Series,,2022-11-19T15:57:10.000+07:00
733772764070,,,,,Ruko,Ruko F11,,2020-08-12T21:37:47.000+07:00
874714352779,,,,,GoPro,GoPro HERO,,2024-12-09T21:09:25.000+07:00
870631961185,,,,,Google,Pixel,,2022-06-04T18:38:53.000+07:00
951143308892,,,,,Snaptain,Snaptain SP350,,2022-10-27T18:41:34.000+07:00
513148409269,,,,,BlackBerry,BlackBerry Motion,,2024-11-03T13:02:14.000+07:00
638671337113,,,,,Nokia,Nokia 3,,2025-04-29T18:38:22.000+07:00
455731499956,,,,,Samsung,Galaxy Note,,2021-09-03T17:28:36.000+07:00
391204909978,,,,,Infinix,Infinix Zero,,2025-04-15T23:47:23.000+07:00
688209646607,,,,,Nikon,Nikon D Series,,2024-07-28T16:45:27.000+07:00
568404888749,,,,,HyperX,HyperX Cloud,,2024-11-29T21:22:12.000+07:00
604838213461,,,,,ZTE,ZTE Axon,,2020-01-14T02:00:08.000+07:00
135290357226,,,,,BenQ,BenQ PD Series,,2020-02-14T02:24:08.000+07:00
890469979363,,,,,Contixo,Contixo F22,,2025-04-20T06:14:28.000+07:00
676432289653,,,,,Vivo,Vivo V Series,,2025-01-14T16:18:20.000+07:00
168949999516,,,,,Infinix,Infinix Zero,,2023-01-01T05:10:34.000+07:00
294230671179,,,,,Snaptain,Snaptain SP350,,2022-08-23T21:13:00.000+07:00
627554053715,,,,,Hubsan,Hubsan Zino,,2020-02-05T08:34:56.000+07:00
378654147774,,,,,Olympus,Olympus Tough,,2022-05-17T01:10:35.000+07:00
762793496664,,,,,Autel Robotics,Autel EVO,,2024-09-01T14:28:54.000+07:00
537145563793,,,,,Microsoft,Surface Book,,2025-01-31T07:22:39.000+07:00
204588833229,,,,,HP,Pavilion,,2020-01-02T21:32:35.000+07:00
640568151860,,,,,Ruko,Ruko F11,,2021-08-02T16:51:59.000+07:00
662969737021,,,,,LG,LG K,,2023-05-23T11:27:32.000+07:00
297057703542,,,,,Huawei,Nova Series,,2020-08-12T22:39:50.000+07:00
894610225326,,,,,Vivo,Vivo V Series,,2022-03-02T11:15:02.000+07:00
510645269344,,,,,Vivo,Vivo V Series,,2020-02-28T12:25:55.000+07:00
658610405686,,,,,Yuneec,Yuneec Typhoon,,2021-01-22T15:36:04.000+07:00
932620835329,,,,,TCL,BlackBerry,,2024-11-07T06:54:41.000+07:00
587985312903,,,,,SteelSeries,SteelSeries Apex,,2022-08-29T18:55:24.000+07:00
423143248454,,,,,Skydio,Skydio X2,,2023-05-19T12:27:47.000+07:00
515631946025,,,,,Huawei,Y Series,,2020-06-07T06:02:07.000+07:00
471395778634,,,,,Corsair,Corsair M65,,2021-02-11T13:11:25.000+07:00
290028843801,,,,,BenQ,BenQ SW Series,,2023-11-10T07:54:44.000+07:00
231678690750,,,,,Samsung,Galaxy S,,2022-02-02T07:18:29.000+07:00
904654288387,,,,,Linksys,Velop,,2023-08-31T01:41:08.000+07:00
249597812722,,,,,Dell,XPS,,2024-07-18T08:50:27.000+07:00
673550426673,,,,,HP,Spectre,,2020-12-02T22:26:08.000+07:00
823999973440,,,,,Contixo,Contixo F22,,2022-09-13T07:09:33.000+07:00
498443595236,,,,,Lenovo,Legion,,2023-06-06T05:25:49.000+07:00
122507582504,,,,,TP-Link,Deco,,2020-02-02T12:10:34.000+07:00
737654882311,,,,,TCL,BlackBerry,,2022-05-16T18:34:25.000+07:00
479648959637,,,,,Holy Stone,Holy Stone HS110D,,2020-02-05T05:07:58.000+07:00
696944931287,,,,,Panasonic,Panasonic Toughbook,,2020-02-29T12:59:15.000+07:00
234000079081,,,,,Tecno,Tecno Spark,,2020-08-13T10:17:38.000+07:00
291304519177,,,,,Samsung,Galaxy A,,2022-11-13T02:36:10.000+07:00
625505159496,,,,,Corsair,Corsair M65,,2024-01-02T17:40:37.000+07:00
791131872109,,,,,Autel Robotics,Autel EVO,,2023-04-17T06:42:57.000+07:00
410242343420,,,,,DJI,DJI Phantom,,2022-03-21T01:06:17.000+07:00
