product_id,client_id,transaction_id,transaction_datetime,regular_points_received,purchase_sum,store_id,product_quantity
712428545545,848606872209,129996064203,,,,749304581863,
190966219612,990123140974,453859663784,,,,664955094133,
787648013017,363106781067,408017004496,,,,664955094133,
517747320284,762326120106,676767336577,,,,945797291073,
470448438538,542001260420,597963909632,,,,664955094133,
293731475142,978432700302,111191801605,,,,227193309412,
400421234855,378003897433,203991047572,,,,917448256743,
898666052670,446599253733,165939913434,,,,981820290528,
252044567707,351550600209,327226181062,,,,734085836394,
872736474918,802770994457,589309649619,,,,335545618511,
349820837052,112054610677,407974960371,,,,219882243226,
367492842998,587711766930,607587007450,,,,311732067667,
809756864732,812249683849,479786434042,,,,442913306389,
605634955586,627106471773,229659068695,,,,368787933595,
248047023189,911938573929,483010851764,,,,143110962171,
815614922016,160717973890,625329509546,,,,981820290528,
613046951863,900272274055,199700586828,,,,509140263168,
190393876802,183291201117,737282356014,,,,305740721099,
176884951132,857104324080,110192833622,,,,999336296770,
837086531618,130025423772,493533766219,,,,978140939794,
604838213461,912730519184,792313075232,,,,690182754471,
589491280431,225317347849,134163041200,,,,916252799486,
607758188634,109610629232,697902047442,,,,271470838870,
912519700968,920086262847,751417414279,,,,981820290528,
625841649538,377497780307,724183068147,,,,766369328110,
467958309577,944619707853,863514079211,,,,492304136849,
828289830411,316032691957,849296039419,,,,153074094464,
632762352266,144754212524,645367703029,,,,748864239291,
604491621456,951211912143,647980265646,,,,368787933595,
756689762527,691587068268,770900706701,,,,632654705462,
630184103668,349026648189,266130933805,,,,665361833389,
867476502327,911930679894,146887645995,,,,789953330835,
225854909408,886317491383,537722100478,,,,219882243226,
408165438289,676196194468,653871270190,,,,432967707278,
249919227600,868664777613,986803906797,,,,111710396997,
515631946025,368361364137,851472425900,,,,676735665994,
951593346020,950363972061,526559666075,,,,430322368483,
545889784479,994325861072,370264446582,,,,945797291073,
905762157753,477349014116,443203881479,,,,580233617752,
345910793120,250020524942,972865715853,,,,935505764329,
497202991311,660912153453,829823057133,,,,194552088300,
425269024095,134110381530,655092249040,,,,492304136849,
584471034092,677832046032,328840150157,,,,999336296770,
253522496104,146530473829,101492152666,,,,990532316216,
294286748508,668429316971,411607223579,,,,584184694094,
500579011067,911905608678,416128733803,,,,580233617752,
941091633415,545059594507,528881055481,,,,219882243226,
660113325589,317152053853,474383978146,,,,945797291073,
593661142708,434805217850,780336101770,,,,968929061752,
113350364336,403189510122,156130437384,,,,770967187106,
259973908964,439033241121,827496766727,,,,389419958035,
128821678818,373239112272,852217779421,,,,789953330835,
365293665837,455287055379,436305360582,,,,432967707278,
986000732921,927623553245,758520191780,,,,483611177244,
299023973457,616597088926,845850533570,,,,597941944516,
205780555422,968935964812,351536994382,,,,686604140348,
205780555422,602526182424,562238778573,,,,278295043941,
370692225476,707950499879,493088406009,,,,961416610781,
837596189511,353866325905,587060852004,,,,632654705462,
259234212979,716542169781,999929160264,,,,420091296401,
266806193867,564109373590,251087108270,,,,210428163239,
404078888162,547969446818,386164733664,,,,961416610781,
660734142671,128871628362,876468811866,,,,785433757668,
660113325589,555559958693,497225780849,,,,305740721099,
889804178247,513572697622,790601659096,,,,229285000668,
163592865791,313589252927,400789891933,,,,760655226235,
741874708769,125270028032,372965083245,,,,686814503319,
198629562949,781705277051,523219942781,,,,676735665994,
951593346020,200859354405,270856492675,,,,858301563432,
336673934198,738314695102,991026501653,,,,271470838870,
608563245869,418384640603,771270759515,,,,508880196397,
344572573299,235447897868,711602132933,,,,748864239291,
436977788691,696260697521,862293585000,,,,951343600238,
134697031570,877811383287,308782604362,,,,832750832034,
267881780576,676196194468,688524694293,,,,308547951586,
528942115795,392721954524,290293039705,,,,714043371287,
278830519648,539812701583,394244028149,,,,580233617752,
950640701855,962609101227,985708749033,,,,978140939794,
761414755591,807493739093,995191773485,,,,305909217956,
625140830040,759532727909,939795041825,,,,653019268428,
981706228003,495877397486,290643785901,,,,686604140348,
915664549520,773520740462,924622968632,,,,916252799486,
495499742304,507873112085,501067143926,,,,111710396997,
128821678818,495491757026,510136133071,,,,714043371287,
658820446250,806582731497,737366502085,,,,278295043941,
276060282352,935833804399,996179462041,,,,483611177244,
918138634140,569576974415,939329442939,,,,935505764329,
214466519461,151760586175,320304632564,,,,785433757668,
490785047556,780483880009,156238795327,,,,935505764329,
884166077559,653157737148,530540072980,,,,760655226235,
443204298276,222831206169,896740919781,,,,492304136849,
771058582001,908815843000,723704567339,,,,730760548496,
891579235556,202131500918,295379588575,,,,884088160852,
273080978394,847285797037,691071478076,,,,552135431565,
862320267870,246437664095,975918857412,,,,492304136849,
545936274507,701208992711,339856341353,,,,895777633332,
380442473007,698527030655,609617027523,,,,981820290528,
644218507664,340081430296,749307493907,,,,194552088300,
281515800568,793894896492,287500806740,,,,917448256743,
650576938648,329432337829,232756415533,,,,980650227241,
916111866045,497682579105,671019543918,,,,895777633332,
980382677691,907289314217,956951334167,,,,820880623776,
300330267958,848307924467,287391784471,,,,308547951586,
504177281350,436890263609,552674652418,,,,430322368483,
616613434187,497831760956,922190183266,,,,916252799486,
472959935982,245351620853,520851330436,,,,770967187106,
893975706177,907603893208,436034967004,,,,153074094464,
394248693604,455761696249,550108217064,,,,968418161890,
498050924171,948470666723,139065991242,,,,143110962171,
377117991792,672668637876,703175421368,,,,980650227241,
360501076525,865000103153,559809379445,,,,210428163239,
181177256126,303265652869,278298449942,,,,111710396997,
584878319200,884638432451,427613713004,,,,751805665586,
671155872678,101968677135,911453296639,,,,665361833389,
906029406233,146754012822,847035532408,,,,311732067667,
980382677691,775782012133,755698880419,,,,714043371287,
936691359280,821741555457,816439790776,,,,180740143165,
261049977152,493869438631,802862693794,,,,150986591469,
182751121625,250201022099,832437614938,,,,968418161890,
922274108507,102616175468,661599669316,,,,645188860820,
948908365412,607940333524,696202184118,,,,503701780032,
134188906336,315841784576,816977512673,,,,755494586472,
638671337113,187793046500,414839937995,,,,305909217956,
129047753020,670853179652,326347370086,,,,391392247973,
790854521983,433198076297,731087788190,,,,824429700047,
350805542071,720652735000,896679566478,,,,999336296770,
247570144173,723038474023,850497397806,,,,508880196397,
433274432262,542796935522,532047956936,,,,905255559900,
690349274530,256918082262,166823922481,,,,585094553084,
267609339880,495504765637,736608778170,,,,609767594399,
873713746234,943419927400,836584775373,,,,999336296770,
122727107055,705366307098,267787763744,,,,730760548496,
744865574125,933988293478,155599295237,,,,766369328110,
982204376373,729219802248,635659744739,,,,641072012003,
113831641787,344790849988,832215098306,,,,584184694094,
886738830546,115632836254,321386463934,,,,298926978238,
204588833229,563040877350,586925210629,,,,580233617752,
128052525458,465989403907,116418946934,,,,734085836394,
535800755140,829884618037,161046971874,,,,278513078952,
756362661795,833025898498,452440072716,,,,999336296770,
300330267958,392191405480,526301544687,,,,391392247973,
248702174872,604763578836,901801867537,,,,935505764329,
462992727165,190502326823,475245297718,,,,785433757668,
832044078724,484769274300,360862512697,,,,632654705462,
294230671179,870973845871,177383358077,,,,335545618511,
868424241860,807493739093,921329029904,,,,824429700047,
709546555365,794704479448,995024951729,,,,270517684727,
632563325873,622278590747,832010072678,,,,749304581863,
305549718922,696756692561,436014480527,,,,873956740880,
498234932991,400941651274,126182501843,,,,686604140348,
328013513140,100767604024,192371994308,,,,684149026597,
535800755140,811065521447,918623811150,,,,584184694094,
334846957575,313482019328,679450890370,,,,645188860820,
696944931287,931996452003,415005052628,,,,880800076439,
367492842998,109229393987,913797405794,,,,116562143357,
459178100619,533230634541,175283571979,,,,210428163239,
822031758873,670551122276,809387701697,,,,210428163239,
980840327949,808980941899,320038706074,,,,368787933595,
378654147774,172504555710,914910005946,,,,935505764329,
417835422399,547809373773,292785057373,,,,839859230450,
322222098935,569244232857,486514977610,,,,730760548496,
505849538105,900240315864,214626782748,,,,686814503319,
370692225476,816716840596,472850410964,,,,895777633332,
380442473007,823949529070,914991566153,,,,832185359571,
541471350375,635958810404,811079275656,,,,690182754471,
973537931469,577111725634,866609726621,,,,217223381843,
873713746234,983137447662,270081683509,,,,789953330835,
783876676335,274678639446,841013306378,,,,833304432970,
461808517181,570375408965,527882019402,,,,180740143165,
281323228289,124984763203,469062658676,,,,978140939794,
128961904797,340081430296,873449473202,,,,771846185925,
181675959170,620414888696,257220203120,,,,609767594399,
660734142671,734108242145,468476977279,,,,552135431565,
503212042409,502963959514,677642617136,,,,832750832034,
233114851686,832592719862,663614068945,,,,116562143357,
836874446842,943928392341,965356668254,,,,194552088300,
467447140116,935418431422,951741991986,,,,884088160852,
545281577372,783785138576,250631228313,,,,180740143165,
354499904931,905748272141,949143816331,,,,968418161890,
558390760378,670086870890,839664843007,,,,968929061752,
155371644405,715915316573,935837572155,,,,150986591469,
472959935982,544647034831,395969437550,,,,335545618511,
764247723332,852877861196,695438839707,,,,442913306389,
477092622594,560207855266,548832180286,,,,873956740880,
765121538719,857159700520,171063625361,,,,217223381843,
271649078310,860913587247,353361577530,,,,895777633332,
585619161096,242714669887,460675174913,,,,892275691168,
629015630528,816312336360,566439296283,,,,455629771523,
756689762527,896781734992,372441273843,,,,832750832034,
955310100783,815645699229,489845605381,,,,858301563432,
833366047563,851839227750,494782607072,,,,585094553084,
904654288387,692342051325,779113194345,,,,951343600238,
334886416546,563687357288,601475444173,,,,799147939386,
200488527106,727182141067,978879628470,,,,820880623776,
881938563600,234996789276,271116072579,,,,653019268428,
237887438739,794704479448,655099997913,,,,509140263168,
561982282244,675362414626,549934496947,,,,368787933595,
321254471786,723038474023,504467021823,,,,742637798041,
277935345052,870916679549,569497470428,,,,430322368483,
790508613232,629517525638,746418194957,,,,305740721099,
581419394761,232862769763,664934801386,,,,278513078952,
135290357226,945464590326,378529029616,,,,665361833389,
804146489568,492990633288,394073766481,,,,143110962171,
709546555365,303970817773,928756724256,,,,432967707278,
458787928807,474198231070,311366559227,,,,771846185925,
341096450661,465368023262,262816971031,,,,951343600238,
679235517141,225325327447,439847085177,,,,981820290528,
405194723526,601255950722,890076034940,,,,641072012003,
248047023189,810472517172,824785871628,,,,389419958035,
972098120500,242475352620,717421871296,,,,905255559900,
880580160330,248282813825,121259130457,,,,636039505566,
155371644405,483603402747,906031387760,,,,430322368483,
171007259346,409665482716,964457458525,,,,978140939794,
725587630334,659652737764,999133869703,,,,455629771523,
703024045159,806329618596,633512275525,,,,632654705462,
524759978040,786424540793,555487746786,,,,143110962171,
181675959170,637415724375,791206430820,,,,653019268428,
227474073803,144199220387,553171094495,,,,999336296770,
143610016241,696260697521,834597890571,,,,585094553084,
927267240959,137497101080,373685670206,,,,917448256743,
885556950864,817203250824,380206596120,,,,509140263168,
789355947723,275931680472,693220290744,,,,552135431565,
841122759401,969729131622,665082778936,,,,391392247973,
169665299568,356436242097,265212873733,,,,143110962171,
951593346020,321400684011,554518714686,,,,858301563432,
705598997752,898095113209,549547825481,,,,100022765885,
341298643426,905623394498,402277194946,,,,681627620903,
373766346046,833390391838,200241473595,,,,442913306389,
702105147645,884794684591,754706914434,,,,442913306389,
109145601579,194442309418,461707191531,,,,892275691168,
638652419726,580507503827,886093616113,,,,266517453054,
623091711286,200658286477,333658830284,,,,483611177244,
156352782757,378755936794,311542363198,,,,393225944202,
391204909978,858715525226,879777039103,,,,278295043941,
904654288387,637089847762,465169760214,,,,981820290528,
585865044754,245000333229,312102820895,,,,690182754471,
625482927587,715129883881,473722334387,,,,916252799486,
815614922016,803400739772,913171305192,,,,100022765885,
622168104828,157652046729,796780438407,,,,880800076439,
546430338351,107375350699,914804623764,,,,873956740880,
928326676271,851327777418,364784265534,,,,503701780032,
681004117916,559497543751,594238236822,,,,641072012003,
802835236642,427942598844,259621554866,,,,483611177244,
279200654792,696802215964,800021696954,,,,665361833389,
616862228479,372316692451,140242910434,,,,981820290528,
451168462337,688905232676,170053927559,,,,271470838870,
354276423315,847107495358,552568535159,,,,584184694094,
225854909408,787000185086,129873681039,,,,653019268428,
426488857196,395091928520,308121998471,,,,143110962171,
286695473093,511288562581,290913727864,,,,895777633332,
637663118801,966868793717,522603651959,,,,492304136849,
904565466165,555613045860,250328269453,,,,799147939386,
215797950162,347616384278,453187278689,,,,961416610781,
607758188634,707561614634,861075225745,,,,492304136849,
930529166063,312205807291,390895081658,,,,552135431565,
557146831696,975149841160,263236698058,,,,789953330835,
143610016241,560206445239,384682424417,,,,632654705462,
815771756641,146754012822,443762050087,,,,194552088300,
270873433858,401882011161,337540074355,,,,820880623776,
632898425380,635958810404,925204144798,,,,305740721099,
752124197174,429102836602,671250643003,,,,749304581863,
795938789027,545105793990,453176084478,,,,665361833389,
789881102438,964276090252,687151257861,,,,552135431565,
204961826920,697105285370,700742509741,,,,278295043941,
245820801820,259876247975,643862513940,,,,935505764329,
469971763926,237092363294,390693399604,,,,665361833389,
306288048964,268556902430,950274176058,,,,432967707278,
943390838610,930960543473,543887265111,,,,839859230450,
568525139674,963493375083,839031139460,,,,664955094133,
581575511905,172568647996,467142383895,,,,442913306389,
667717812483,411252204474,150786830057,,,,785433757668,
982204376373,240305690031,340514411486,,,,100022765885,
871707939668,963218498051,851719014614,,,,686604140348,
799375490866,197706233966,926444137752,,,,905255559900,
684577271429,157605006973,725817614033,,,,432967707278,
249919227600,981203583348,474126530431,,,,442913306389,
832044078724,642740616801,457519683993,,,,858301563432,
922274108507,408976060392,948541913007,,,,686814503319,
680089316729,301755789027,767151843592,,,,645188860820,
116588201202,160592783067,911845242558,,,,760655226235,
729575002820,967629273616,666401618947,,,,665361833389,
503212042409,965806226012,754524896581,,,,335545618511,
955676041153,552486149435,258541851932,,,,492304136849,
597293361493,233622666341,646131105578,,,,298926978238,
119792559412,765285820807,843699786831,,,,755494586472,
941091633415,698727811498,115215158546,,,,585094553084,
809756864732,459682038996,596461939147,,,,305740721099,
792124305605,560281251061,312509589480,,,,278295043941,
197694785682,337672521472,785565669421,,,,917448256743,
378654147774,867152745452,195590483117,,,,684149026597,
436972249164,247526893419,696954296474,,,,442913306389,
746056685926,217402718164,767484084220,,,,391392247973,
294286748508,433457316105,185272852682,,,,653019268428,
803651036913,870973845871,603069393589,,,,368787933595,
344572573299,578691500941,117884577190,,,,653019268428,
780932366349,123502080454,141689680462,,,,999336296770,
582820456372,671396219292,616499154832,,,,917448256743,
218547393373,641875066194,481442758501,,,,681627620903,
799375490866,804072813687,258265722920,,,,368787933595,
155371644405,555683514389,386480342134,,,,455629771523,
504071568705,407974900325,139118805906,,,,714043371287,
165484374701,491157634131,473748552514,,,,180740143165,
862320267870,202507900550,139929593308,,,,305740721099,
419579798786,903606085418,984734137805,,,,180740143165,
148669704513,675300513397,358040834520,,,,432967707278,
631664985124,679117793679,253418561503,,,,684149026597,
765121538719,401981140756,995012290090,,,,980650227241,
921652808726,190483066236,177971623390,,,,978140939794,
237887438739,521293544696,154787512299,,,,766369328110,
680089316729,238558676443,309755869107,,,,305909217956,
270760064855,257520757791,148973031582,,,,100022765885,
222069429376,305502676794,586097437428,,,,298926978238,
476334455544,664558868439,909960738747,,,,116562143357,
303346921927,164202326471,285120973005,,,,653019268428,
277303690941,488797955267,332482285045,,,,483611177244,
306288048964,168256981859,643620596295,,,,839859230450,
279200654792,666727280915,568641678640,,,,686814503319,
252899667791,804779077558,115463189755,,,,442913306389,
355438077269,191946765463,783449977973,,,,748864239291,
443204298276,742467957870,582120393486,,,,483611177244,
854872975486,128624154555,568777808101,,,,766369328110,
472883050872,380032827343,128530361325,,,,597941944516,
904038433766,101928009499,782457727327,,,,981820290528,
197694785682,383816569019,449495651624,,,,905255559900,
683143263091,483381179431,865364590085,,,,194552088300,
459178100619,321548535018,569710303453,,,,858301563432,
738964787409,847285797037,417836956638,,,,641072012003,
163592865791,337450486659,940573187813,,,,686814503319,
690349274530,710718021202,248358146356,,,,391392247973,
837086531618,881567261938,310445308589,,,,968929061752,
165484374701,321513750512,700462228973,,,,455629771523,
286695473093,777245219695,533618477015,,,,789953330835,
927267240959,110077390973,235203758200,,,,391392247973,
474684875560,830284340472,741157966611,,,,389419958035,
589325442809,910171491241,121564503868,,,,935505764329,
799375490866,567990862817,703393509958,,,,785433757668,
334886416546,913161821006,988253689218,,,,665361833389,
765389040482,706147558419,680503352028,,,,194552088300,
709074381378,814332342307,353810497403,,,,945797291073,
873814217006,383816569019,208431716989,,,,771846185925,
449064591123,156036864517,170759862779,,,,271470838870,
575198433170,655355718041,949493644792,,,,368787933595,
941307245824,110747819219,457205572593,,,,755494586472,
324413388087,863400965971,732362033227,,,,690182754471,
568404888749,542928750474,508909125810,,,,153074094464,
571912296284,878876711688,857210664815,,,,305909217956,
224634787142,517059536265,258076132462,,,,799147939386,
453354574182,123453854948,363739103004,,,,968929061752,
341096450661,590255924119,641798738832,,,,552135431565,
549070786024,109304931536,202304130270,,,,455629771523,
787249265816,137906079973,571078814641,,,,858301563432,
998509474861,177577680024,645379849366,,,,832185359571,
121916007209,552289922531,866984017079,,,,755494586472,
890469979363,357531431979,793109388325,,,,916252799486,
758525983075,375597110856,572439488937,,,,968418161890,
658610405686,980772282598,359053811561,,,,880800076439,
912519700968,700448566683,802234022940,,,,636039505566,
198660543320,447760473602,181929134598,,,,432967707278,
416179090635,887079337226,913776404090,,,,597941944516,
458787928807,889543074747,332509506457,,,,217223381843,
828289830411,286967890774,971579145851,,,,951343600238,
615618260341,807100070859,758125520139,,,,766369328110,
417532677171,466658165596,783568380005,,,,194552088300,
476374809203,686907747987,563728003825,,,,789953330835,
166862170787,225851923287,890984291246,,,,766369328110,
597293361493,816923763374,844748465419,,,,150986591469,
589325442809,721791028992,154415896333,,,,799147939386,
980382677691,228486649084,768899943842,,,,210428163239,
608563245869,181857843142,910054637057,,,,951343600238,
127011169791,543978501929,362181143978,,,,892275691168,
206417773054,931094973336,487158434059,,,,632654705462,
353771733612,487927500612,756332401173,,,,584184694094,
998509474861,441640336702,218964037365,,,,217223381843,
256968963280,723053861977,951303631653,,,,824429700047,
155371644405,124662548425,270628581379,,,,143110962171,
802835236642,882656365732,401042554991,,,,766369328110,
628064149807,892367688092,336663497483,,,,833304432970,
660734142671,260885771578,847482188718,,,,832750832034,
199807677239,809393294796,395986232378,,,,194552088300,
803651036913,148372357762,640357952068,,,,305909217956,
974460114952,348212175634,840154314993,,,,503701780032,
142434873015,549436895882,329906213467,,,,968418161890,
190884124816,736911967435,954447069871,,,,509140263168,
252899667791,142159262085,197752723808,,,,892275691168,
204588833229,792072748249,585324865623,,,,799147939386,
128977609329,497424095769,112962476673,,,,981820290528,
207314131576,313482019328,124228155057,,,,980650227241,
548721763008,917915954701,667713136358,,,,653019268428,
262472304558,204761910233,217821366932,,,,935505764329,
916111866045,817684960563,151869805692,,,,839859230450,
763181496676,542622333543,909511135348,,,,609767594399,
267881780576,734299156340,770593762798,,,,217223381843,
725323342499,880652673807,376548794601,,,,490596013736,
500579011067,601986574024,945456315440,,,,368787933595,
906029406233,472685952942,202812473838,,,,771846185925,
451168462337,527089699866,666178901648,,,,951343600238,
198044701816,545556027080,568962756876,,,,552135431565,
469765418514,601255950722,386845097832,,,,771846185925,
620415711992,990269753965,898603892889,,,,389419958035,
445609104137,958687893800,747917108815,,,,978140939794,
498509955329,803879472627,202662737845,,,,227193309412,
613046951863,327857301315,402608058730,,,,503701780032,
269249975687,848293295746,908744109452,,,,455629771523,
803869227740,556240089438,953435796586,,,,824429700047,
338789817134,947268558361,301114368824,,,,734085836394,
850735888351,283998350837,114554629907,,,,751805665586,
528756325341,922766024075,805532106065,,,,839859230450,
489405710357,641897800420,970566442460,,,,742637798041,
535800755140,650730123420,835662232460,,,,483611177244,
630385652545,760645646413,878109248578,,,,824429700047,
166862170787,344845593232,522241524003,,,,653019268428,
575198433170,213564759936,589324954450,,,,305909217956,
699722175350,905623394498,718054162357,,,,981820290528,
783091760528,271725740897,870566218862,,,,690182754471,
904654288387,307778319384,841850244252,,,,681627620903,
837596189511,748654520883,635579249095,,,,210428163239,
563121203665,930051753382,105320109295,,,,641072012003,
712837322603,972677680786,752696347051,,,,632654705462,
947060782101,830095750396,455517684336,,,,597941944516,
367492842998,109139838765,102367493516,,,,180740143165,
679567105766,848831776774,777553148012,,,,968418161890,
939144834206,290190319277,115681324877,,,,368787933595,
306732079184,274678639446,136425508377,,,,686604140348,
262948696017,544647034831,495824319986,,,,420091296401,
437314955451,324734618212,515290964312,,,,116562143357,
215797950162,167503030341,596395534055,,,,210428163239,
789186466940,982956419080,635484053550,,,,824429700047,
980382677691,912677447772,966868621772,,,,766369328110,
806070011473,112032199039,164296928506,,,,194552088300,
143767894505,230607969711,322495026135,,,,766369328110,
835227086709,535318364652,561150502666,,,,430322368483,
198170129605,365117484526,117033307588,,,,766369328110,
281515800568,428069186100,946328183959,,,,335545618511,
469971763926,451858423456,636453797387,,,,990532316216,
307045161435,464420148306,567893370179,,,,734085836394,
746442298135,744611649990,486109205469,,,,509140263168,
785042219592,433447585819,544190063086,,,,143110962171,
867152033564,794564454615,621028036037,,,,734085836394,
725323342499,892050992253,620333744164,,,,420091296401,
281323228289,555718436231,125837033903,,,,734085836394,
815771756641,619968175190,820763720840,,,,278295043941,
411382432797,123127191346,917542918748,,,,686604140348,
710892181503,767067788387,807356092148,,,,999336296770,
315912288961,617779949606,204319088168,,,,820880623776,
341096450661,861602472386,968868513012,,,,227193309412,
597293361493,950379069060,967210868711,,,,664955094133,
214466519461,992968626327,592057575608,,,,664955094133,
837596189511,848160737784,470897067620,,,,389419958035,
498443595236,585207491165,993924743873,,,,785433757668,
200723041986,615054462107,269422224130,,,,584184694094,
589325442809,563687357288,758115183343,,,,580233617752,
377896837880,201091272278,234498883385,,,,749304581863,
764247723332,246623833989,760574461333,,,,880800076439,
608271301840,690912343560,959328604982,,,,509140263168,
560766816410,391945355842,185403972473,,,,832750832034,
625841649538,181733674032,388903785003,,,,884088160852,
972774396704,120009636467,231165133663,,,,892275691168,
591555242983,364026634840,942787680211,,,,884088160852,
928326676271,730509339426,126344996090,,,,278295043941,
376517743020,457044741741,961720478722,,,,751805665586,
108649864203,584296935077,611555101468,,,,311732067667,
456421221743,911802278331,288709478125,,,,760655226235,
256968963280,564156470105,679389825078,,,,824429700047,
137705426009,389680220707,615764850867,,,,978140939794,
686522806079,918428118050,812382477329,,,,430322368483,
722656630732,616196939848,777239369158,,,,219882243226,
913597289090,368891134981,176771396637,,,,391392247973,
329451356317,662976254566,897314287889,,,,916252799486,
353929660236,352256260176,169648777630,,,,552135431565,
697535457694,931472515375,852301611403,,,,632654705462,
889837844029,404122302291,815232055444,,,,755494586472,
761414755591,239600247822,179574584281,,,,820880623776,
295325231542,387247146368,871435586544,,,,389419958035,
803416424998,662072068439,772114227062,,,,734085836394,
955537366402,528992981101,108805460467,,,,389419958035,
240275563205,228486649084,309401228748,,,,681627620903,
822012006254,688234077787,474229762989,,,,391392247973,
882977345901,168947365123,439628394861,,,,229285000668,
688209646607,611025358970,246533466454,,,,271470838870,
983645013528,386060804423,733598405726,,,,509140263168,
454425374741,874490200255,204879144217,,,,858301563432,
764711701848,984901697490,489640727121,,,,749304581863,
475962043786,213219348433,655105368283,,,,880800076439,
202584484448,620372844298,338688338943,,,,270517684727,
122507582504,934601017795,848275521414,,,,455629771523,
515631946025,736189818132,500954052242,,,,636039505566,
833366047563,596920234934,633140029962,,,,980650227241,
303346921927,242175318950,952516483400,,,,219882243226,
756689762527,478524488298,658525510907,,,,305909217956,
233114851686,199002744066,829354108540,,,,636039505566,
868424241860,980630813743,975131444558,,,,492304136849,
859934406805,634692050617,206062702529,,,,298926978238,
155371644405,661746583813,618472244362,,,,308547951586,
252044567707,254083049975,738900770607,,,,153074094464,
127133866302,785367080261,779576339805,,,,990532316216,
930529166063,259876247975,192547369323,,,,789953330835,
135994050281,948857790801,371522848399,,,,509140263168,
725587630334,710919552822,577506515599,,,,391392247973,
793665021582,256588739011,201929952955,,,,278513078952,
467762288271,118013141018,692777514225,,,,730760548496,
476374809203,887079337226,640428583340,,,,432967707278,
